[info] Benchmark                                                              Mode  Cnt      Score      Error  Units
[info] AppendBenchmark_Int_Large.append_javaArrayList                         avgt   20  12701.865 ±  538.823  us/op
[info] AppendBenchmark_Int_Large.append_list                                  avgt   20  15622.236 ±  865.664  us/op
[info] AppendBenchmark_Int_Large.append_listBuffer                            avgt   20   8121.578 ±  405.524  us/op
[info] AppendBenchmark_Int_Large.prepend_javaArrayList                        avgt   20  27294.853 ± 1104.444  us/op
[info] AppendBenchmark_Int_Large.prepend_list                                 avgt   20   7233.941 ±  252.833  us/op
[info] AppendBenchmark_Int_Large.prepend_listBuffer                           avgt   20   7879.237 ±  315.584  us/op
[info] AppendBenchmark_String_Large.append_javaArrayList                      avgt   20  13897.604 ±  668.627  us/op
[info] AppendBenchmark_String_Large.append_list                               avgt   20  16854.993 ±  991.662  us/op
[info] AppendBenchmark_String_Large.append_listBuffer                         avgt   20   9350.165 ±  464.937  us/op
[info] AppendBenchmark_String_Large.prepend_javaArrayList                     avgt   20  28722.494 ± 2225.561  us/op
[info] AppendBenchmark_String_Large.prepend_list                              avgt   20   7290.035 ±  412.455  us/op
[info] AppendBenchmark_String_Large.prepend_listBuffer                        avgt   20   7921.602 ±  410.995  us/op
[info] CollectionIntIterationBenchmark_Large.fastFoldLeftWithIndex_Vector     avgt   20   4340.408 ±  474.717  us/op
[info] CollectionIntIterationBenchmark_Large.fastFoldLeft_Array               avgt   20      0.001 ±    0.001  us/op
[info] CollectionIntIterationBenchmark_Large.fastFoldLeft_List                avgt   20   4112.738 ±  653.497  us/op
[info] CollectionIntIterationBenchmark_Large.fastFoldLeft_Vector              avgt   20   3344.128 ±  167.510  us/op
[info] CollectionIntIterationBenchmark_Large.foldLeft_Array                   avgt   20   4245.224 ±   62.833  us/op
[info] CollectionIntIterationBenchmark_Large.foldLeft_List                    avgt   20   5299.184 ±  656.850  us/op
[info] CollectionIntIterationBenchmark_Large.foldLeft_Vector                  avgt   20   5544.896 ±  284.055  us/op
[info] CollectionIntIterationBenchmark_Large.for_Array                        avgt   20   3601.419 ±  139.556  us/op
[info] CollectionIntIterationBenchmark_Large.for_List                         avgt   20   5141.642 ± 1002.840  us/op
[info] CollectionIntIterationBenchmark_Large.for_Vector                       avgt   20   2807.899 ±  131.970  us/op
[info] CollectionIntIterationBenchmark_Large.mapSum_Array                     avgt   20   7174.530 ±  115.002  us/op
[info] CollectionIntIterationBenchmark_Large.mapSum_List                      avgt   20  32915.091 ± 3468.895  us/op
[info] CollectionIntIterationBenchmark_Large.mapSum_Vector                    avgt   20  11474.878 ±  957.974  us/op
[info] CollectionIntIterationBenchmark_Large.recursion_List                   avgt   20   4256.280 ±  813.013  us/op
[info] CollectionIntIterationBenchmark_Large.reverseWhile_Array               avgt   20      0.001 ±    0.001  us/op
[info] CollectionIntIterationBenchmark_Large.reverseWhile_Vector              avgt   20   5183.308 ± 1422.711  us/op
[info] CollectionIntIterationBenchmark_Large.viewMapSum_Array                 avgt   20   7854.950 ±   76.384  us/op
[info] CollectionIntIterationBenchmark_Large.viewMapSum_List                  avgt   20   7077.326 ±  355.811  us/op
[info] CollectionIntIterationBenchmark_Large.viewMapSum_Vector                avgt   20   8788.048 ±  383.573  us/op
[info] CollectionIntIterationBenchmark_Large.while_Array                      avgt   20      0.001 ±    0.001  us/op
[info] CollectionIntIterationBenchmark_Large.while_List                       avgt   20   3899.151 ±  102.377  us/op
[info] CollectionIntIterationBenchmark_Large.while_Vector                     avgt   20   3613.236 ±  129.534  us/op
[info] CollectionStringIterationBenchmark_Large.fastFoldLeftWithIndex_Vector  avgt   20  16218.118 ± 1612.435  us/op
[info] CollectionStringIterationBenchmark_Large.fastFoldLeft_Array            avgt   20  13261.033 ±  504.341  us/op
[info] CollectionStringIterationBenchmark_Large.fastFoldLeft_List             avgt   20  17029.029 ± 2547.628  us/op
[info] CollectionStringIterationBenchmark_Large.fastFoldLeft_Vector           avgt   20  17641.460 ±  753.878  us/op
[info] CollectionStringIterationBenchmark_Large.foldLeft_Array                avgt   20  10094.122 ±  482.027  us/op
[info] CollectionStringIterationBenchmark_Large.foldLeft_List                 avgt   20  12182.209 ±  590.973  us/op
[info] CollectionStringIterationBenchmark_Large.foldLeft_Vector               avgt   20  15198.629 ± 1343.017  us/op
[info] CollectionStringIterationBenchmark_Large.for_Array                     avgt   20  14414.319 ±  168.297  us/op
[info] CollectionStringIterationBenchmark_Large.for_List                      avgt   20  18666.321 ± 1194.898  us/op
[info] CollectionStringIterationBenchmark_Large.for_Vector                    avgt   20  17317.749 ± 1219.163  us/op
[info] CollectionStringIterationBenchmark_Large.mapSum_Array                  avgt   20  13734.907 ±  139.208  us/op
[info] CollectionStringIterationBenchmark_Large.mapSum_List                   avgt   20  36192.535 ± 2714.783  us/op
[info] CollectionStringIterationBenchmark_Large.mapSum_Vector                 avgt   20  19952.263 ±  809.279  us/op
[info] CollectionStringIterationBenchmark_Large.recursion_List                avgt   20  19875.546 ± 1357.723  us/op
[info] CollectionStringIterationBenchmark_Large.reverseWhile_Array            avgt   20  12985.654 ±  491.110  us/op
[info] CollectionStringIterationBenchmark_Large.reverseWhile_Vector           avgt   20  19415.007 ± 1214.221  us/op
[info] CollectionStringIterationBenchmark_Large.viewMapSum_Array              avgt   20  14467.888 ±  240.989  us/op
[info] CollectionStringIterationBenchmark_Large.viewMapSum_List               avgt   20  15554.297 ±  423.099  us/op
[info] CollectionStringIterationBenchmark_Large.viewMapSum_Vector             avgt   20  19040.812 ± 2211.678  us/op
[info] CollectionStringIterationBenchmark_Large.while_Array                   avgt   20   8776.386 ±   85.675  us/op
[info] CollectionStringIterationBenchmark_Large.while_List                    avgt   20  11464.657 ±  837.817  us/op
[info] CollectionStringIterationBenchmark_Large.while_Vector                  avgt   20  16170.145 ± 3149.731  us/op
[info] MapBenchmark_Int_HalfHit_Large.apply_ArrayMap                          avgt   20      2.181 ±    0.035  us/op
[info] MapBenchmark_Int_HalfHit_Large.get_HashMap                             avgt   20     40.974 ±    0.231  us/op
[info] MapBenchmark_Int_HalfHit_Large.get_IntMap                              avgt   20    251.198 ±    6.208  us/op
[info] MapBenchmark_Int_HalfHit_Large.get_JavaHashMap                         avgt   20     12.730 ±    0.187  us/op
[info] MapBenchmark_Int_HalfHit_Small.apply_ArrayMap                          avgt   20      2.047 ±    0.011  us/op
[info] MapBenchmark_Int_HalfHit_Small.get_HashMap                             avgt   20      9.174 ±    0.080  us/op
[info] MapBenchmark_Int_HalfHit_Small.get_IntMap                              avgt   20     15.407 ±    0.215  us/op
[info] MapBenchmark_Int_HalfHit_Small.get_JavaHashMap                         avgt   20      7.170 ±    0.113  us/op
[info] MapBenchmark_Invoice_HalfHit_Large.apply_ArrayMap                      avgt   20      2.655 ±    0.026  us/op
[info] MapBenchmark_Invoice_HalfHit_Large.get_HashMap                         avgt   20     71.588 ±    0.883  us/op
[info] MapBenchmark_Invoice_HalfHit_Large.get_JavaHashMap                     avgt   20     13.307 ±    0.118  us/op
[info] MapBenchmark_Invoice_HalfHit_Small.apply_ArrayMap                      avgt   20      2.151 ±    0.021  us/op
[info] MapBenchmark_Invoice_HalfHit_Small.get_HashMap                         avgt   20     10.417 ±    0.039  us/op
[info] MapBenchmark_Invoice_HalfHit_Small.get_JavaHashMap                     avgt   20      6.861 ±    0.067  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Large.contains_Array                  avgt   20     ≈ 10⁻³             us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Large.contains_ArraySet               avgt   20      3.108 ±    0.050  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Large.contains_BitSet                 avgt   20      3.414 ±    0.008  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Large.contains_JavaHashSet            avgt   20     12.045 ±    0.137  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Large.contains_Set                    avgt   20     45.553 ±    0.588  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Large.contains_SortedSet              avgt   20    665.727 ±   11.068  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Small.contains_Array                  avgt   20     71.194 ±    1.231  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Small.contains_ArraySet               avgt   20      0.879 ±    0.007  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Small.contains_BitSet                 avgt   20      2.962 ±    0.052  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Small.contains_JavaHashSet            avgt   20      6.492 ±    0.216  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Small.contains_Set                    avgt   20      9.061 ±    0.031  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_Small.contains_SortedSet              avgt   20     19.275 ±    0.682  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_VerySmall.contains_Array              avgt   20      5.068 ±    0.509  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_VerySmall.contains_ArraySet           avgt   20      0.812 ±    0.008  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_VerySmall.contains_BitSet             avgt   20      2.683 ±    0.029  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_VerySmall.contains_JavaHashSet        avgt   20      6.733 ±    0.223  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_VerySmall.contains_Set                avgt   20      6.289 ±    0.133  us/op
[info] SetBenchmark_BadInvoice_HalfMiss_VerySmall.contains_SortedSet          avgt   20      7.851 ±    0.116  us/op
[info] SetBenchmark_Int_HalfHit_Large.contains_Array                          avgt   20     ≈ 10⁻³             us/op
[info] SetBenchmark_Int_HalfHit_Large.contains_ArraySet                       avgt   20      1.816 ±    0.113  us/op
[info] SetBenchmark_Int_HalfHit_Large.contains_BitSet                         avgt   20      2.900 ±    0.040  us/op
[info] SetBenchmark_Int_HalfHit_Large.contains_JavaHashSet                    avgt   20     15.845 ±    0.177  us/op
[info] SetBenchmark_Int_HalfHit_Large.contains_Set                            avgt   20     45.590 ±    0.286  us/op
[info] SetBenchmark_Int_HalfHit_Large.contains_SortedSet                      avgt   20    589.267 ±   11.935  us/op
[info] SetBenchmark_Int_HalfHit_Small.contains_Array                          avgt   20    211.033 ±    2.134  us/op
[info] SetBenchmark_Int_HalfHit_Small.contains_ArraySet                       avgt   20      0.783 ±    0.025  us/op
[info] SetBenchmark_Int_HalfHit_Small.contains_BitSet                         avgt   20      2.856 ±    0.029  us/op
[info] SetBenchmark_Int_HalfHit_Small.contains_JavaHashSet                    avgt   20      6.142 ±    0.027  us/op
[info] SetBenchmark_Int_HalfHit_Small.contains_Set                            avgt   20      7.063 ±    0.057  us/op
[info] SetBenchmark_Int_HalfHit_Small.contains_SortedSet                      avgt   20     22.832 ±    0.093  us/op
[info] SetBenchmark_Int_HalfHit_VerySmall.contains_Array                      avgt   20     13.635 ±    0.142  us/op
[info] SetBenchmark_Int_HalfHit_VerySmall.contains_ArraySet                   avgt   20      0.781 ±    0.002  us/op
[info] SetBenchmark_Int_HalfHit_VerySmall.contains_BitSet                     avgt   20      2.860 ±    0.026  us/op
[info] SetBenchmark_Int_HalfHit_VerySmall.contains_JavaHashSet                avgt   20      6.495 ±    0.032  us/op
[info] SetBenchmark_Int_HalfHit_VerySmall.contains_Set                        avgt   20      5.342 ±    0.056  us/op
[info] SetBenchmark_Int_HalfHit_VerySmall.contains_SortedSet                  avgt   20      8.114 ±    0.116  us/op
[info] SetBenchmark_Invoice_HalfHit_Large.contains_Array                      avgt   20     ≈ 10⁻³             us/op
[info] SetBenchmark_Invoice_HalfHit_Large.contains_ArraySet                   avgt   20      3.106 ±    0.050  us/op
[info] SetBenchmark_Invoice_HalfHit_Large.contains_BitSet                     avgt   20      3.114 ±    0.043  us/op
[info] SetBenchmark_Invoice_HalfHit_Large.contains_JavaHashSet                avgt   20     11.164 ±    0.209  us/op
[info] SetBenchmark_Invoice_HalfHit_Large.contains_Set                        avgt   20     62.726 ±    0.765  us/op
[info] SetBenchmark_Invoice_HalfHit_Large.contains_SortedSet                  avgt   20    664.388 ±   10.765  us/op
[info] SetBenchmark_Invoice_HalfHit_Small.contains_Array                      avgt   20     71.115 ±    0.255  us/op
[info] SetBenchmark_Invoice_HalfHit_Small.contains_ArraySet                   avgt   20      0.863 ±    0.017  us/op
[info] SetBenchmark_Invoice_HalfHit_Small.contains_BitSet                     avgt   20      2.921 ±    0.035  us/op
[info] SetBenchmark_Invoice_HalfHit_Small.contains_JavaHashSet                avgt   20      5.955 ±    0.047  us/op
[info] SetBenchmark_Invoice_HalfHit_Small.contains_Set                        avgt   20      7.456 ±    0.045  us/op
[info] SetBenchmark_Invoice_HalfHit_Small.contains_SortedSet                  avgt   20     18.534 ±    0.107  us/op
[info] SetBenchmark_Invoice_HalfHit_VerySmall.contains_Array                  avgt   20      4.609 ±    0.025  us/op
[info] SetBenchmark_Invoice_HalfHit_VerySmall.contains_ArraySet               avgt   20      0.826 ±    0.010  us/op
[info] SetBenchmark_Invoice_HalfHit_VerySmall.contains_BitSet                 avgt   20      2.509 ±    0.013  us/op
[info] SetBenchmark_Invoice_HalfHit_VerySmall.contains_JavaHashSet            avgt   20      5.533 ±    0.040  us/op
[info] SetBenchmark_Invoice_HalfHit_VerySmall.contains_Set                    avgt   20      5.533 ±    0.060  us/op
[info] SetBenchmark_Invoice_HalfHit_VerySmall.contains_SortedSet              avgt   20      8.646 ±    0.138  us/op

[info] Benchmark                                                              Mode  Cnt      Score      Error  Units
[info] AppendBenchmark_Int_Large.append_javaArrayList                         avgt   20  12581.901 ±  602.006  us/op
[info] AppendBenchmark_Int_Large.append_list                                  avgt   20  15864.135 ± 1350.467  us/op
[info] AppendBenchmark_Int_Large.append_listBuffer                            avgt   20   9361.020 ±  886.497  us/op
[info] AppendBenchmark_Int_Large.prepend_javaArrayList                        avgt   20  27258.462 ± 2557.932  us/op
[info] AppendBenchmark_Int_Large.prepend_list                                 avgt   20   6996.150 ±  357.862  us/op
[info] AppendBenchmark_Int_Large.prepend_listBuffer                           avgt   20   8777.171 ±  474.279  us/op
[info] AppendBenchmark_String_Large.append_javaArrayList                      avgt   20  13628.291 ±  436.311  us/op
[info] AppendBenchmark_String_Large.append_list                               avgt   20  16376.967 ± 1170.728  us/op
[info] AppendBenchmark_String_Large.append_listBuffer                         avgt   20   9406.667 ± 1052.709  us/op
[info] AppendBenchmark_String_Large.prepend_javaArrayList                     avgt   20  27721.663 ± 1275.023  us/op
[info] AppendBenchmark_String_Large.prepend_list                              avgt   20   7306.328 ±  434.851  us/op
[info] AppendBenchmark_String_Large.prepend_listBuffer                        avgt   20   7723.390 ±  410.009  us/op
[info] CollectionIntIterationBenchmark_Large.fastFoldLeftWithIndex_Vector     avgt   20   4020.243 ±  352.213  us/op
[info] CollectionIntIterationBenchmark_Large.fastFoldLeft_Array               avgt   20      0.001 ±    0.001  us/op
[info] CollectionIntIterationBenchmark_Large.fastFoldLeft_List                avgt   20   3584.953 ±   56.356  us/op
[info] CollectionIntIterationBenchmark_Large.fastFoldLeft_Vector              avgt   20   3019.879 ±   28.717  us/op
[info] CollectionIntIterationBenchmark_Large.foldLeft_Array                   avgt   20   4247.468 ±   63.562  us/op
[info] CollectionIntIterationBenchmark_Large.foldLeft_List                    avgt   20   5982.825 ±  755.327  us/op
[info] CollectionIntIterationBenchmark_Large.foldLeft_Vector                  avgt   20   5418.670 ±  410.021  us/op
[info] CollectionIntIterationBenchmark_Large.for_Array                        avgt   20   3481.466 ±   49.425  us/op
[info] CollectionIntIterationBenchmark_Large.for_List                         avgt   20   4684.327 ±  700.655  us/op
[info] CollectionIntIterationBenchmark_Large.for_Vector                       avgt   20   2873.488 ±  155.814  us/op
[info] CollectionIntIterationBenchmark_Large.mapSum_Array                     avgt   20   7145.873 ±   55.967  us/op
[info] CollectionIntIterationBenchmark_Large.mapSum_List                      avgt   20  32524.969 ± 3266.823  us/op
[info] CollectionIntIterationBenchmark_Large.mapSum_Vector                    avgt   20  12097.892 ±  715.209  us/op
[info] CollectionIntIterationBenchmark_Large.recursion_List                   avgt   20   4215.221 ±  802.823  us/op
[info] CollectionIntIterationBenchmark_Large.reverseWhile_Array               avgt   20      0.001 ±    0.001  us/op
[info] CollectionIntIterationBenchmark_Large.reverseWhile_Vector              avgt   20   5492.642 ± 1345.694  us/op
[info] CollectionIntIterationBenchmark_Large.viewMapSum_Array                 avgt   20   7904.386 ±   56.554  us/op
[info] CollectionIntIterationBenchmark_Large.viewMapSum_List                  avgt   20   7631.806 ±  427.359  us/op
[info] CollectionIntIterationBenchmark_Large.viewMapSum_Vector                avgt   20   9371.698 ±  182.567  us/op
[info] CollectionIntIterationBenchmark_Large.while_Array                      avgt   20      0.001 ±    0.001  us/op
[info] CollectionIntIterationBenchmark_Large.while_List                       avgt   20   4360.106 ±  565.188  us/op
[info] CollectionIntIterationBenchmark_Large.while_Vector                     avgt   20   3519.138 ±   67.171  us/op
[info] CollectionStringIterationBenchmark_Large.fastFoldLeftWithIndex_Vector  avgt   20  12507.812 ±  529.298  us/op
[info] CollectionStringIterationBenchmark_Large.fastFoldLeft_Array            avgt   20  13951.836 ± 1332.599  us/op
[info] CollectionStringIterationBenchmark_Large.fastFoldLeft_List             avgt   20  18623.488 ± 1260.360  us/op
[info] CollectionStringIterationBenchmark_Large.fastFoldLeft_Vector           avgt   20  16464.027 ± 1892.673  us/op
[info] CollectionStringIterationBenchmark_Large.foldLeft_Array                avgt   20  10392.982 ±  196.235  us/op
